cyclomatic_complexity,halstead_volume,maintainability_index,loc,defect_risk,source
13,7597.67,42.94,128,High,nasa_pc1
6,2127.28,62.91,62,Medium,nasa_kc1
26,14812.98,4.607164583731503,417,High,nasa_kc1
30,14932.46,31.62,517,High,synthetic
1,4467.02,60.74,60,Medium,nasa_pc1
11,4556.89,53.43,203,High,synthetic
7,2023.87,73.17482978239222,14,Medium,nasa_pc1
13,3888.45,41.92,169,High,nasa_kc1
1,418.43,92.56,18,Low,nasa_pc1
13,7542.16,47.14,99,High,nasa_pc1
5,10,96.95,43,Low,nasa_pc1
3,10,100,15,Low,nasa_kc1
1,309.16,100,1,Low,nasa_pc1
1,821.26,100,1,Low,nasa_pc1
13,3076.32,51.16,103,Medium,nasa_kc1
3,2396.86,72.25,35,Low,nasa_pc1
33,12801.56,35.2,487,High,synthetic
7,391.56,90.53143093834504,12,Low,nasa_kc2
1,1438.0,80.81,25,Low,nasa_kc1
2,552.45,82.61,30,Low,nasa_kc1
2,1745.94,69.35,47,Low,nasa_pc1
1,463.0,70.98,66,Low,nasa_kc1
1,435.55,100,10,Low,nasa_kc1
5,456.92,62.92,103,Low,nasa_kc1
4,686.91,70.33,58,Low,nasa_pc1
7,4371.26,58.97,226,High,synthetic
5,3155.94,90.65,10,Low,nasa_pc1
7,6190.69,45.59644591102622,49,Medium,nasa_kc1
2,623.34,100,1,Low,nasa_kc1
1,10,100,1,Low,nasa_kc1
1,346.79,79.81,42,Low,nasa_kc1
4,727.55,67.7,67,Low,nasa_pc1
1,969.3,83.74,45,Low,synthetic
1,147.93,100,14,Low,nasa_pc1
1,10,100,6,Low,nasa_pc1
1,79.85,100,1,Low,nasa_kc1
9,865.63,56.19216337150386,58,Medium,nasa_kc1
13,4999.14,58.83,198,High,synthetic
1,2933.06,78.46,23,Low,nasa_kc1
3,10,100,33,Low,nasa_kc1
8,5844.94,51.53,88,Medium,nasa_kc1
1,149.93,93.23,24,Low,nasa_kc1
1,10,100,29,Low,nasa_kc1
1,4429.14,79.41,19,Medium,nasa_kc1
6,630.75,47.918412215616335,71,Medium,nasa_kc2
3,4071.34,53.15,96,Medium,nasa_kc1
18,1895.12,60.76,62,High,nasa_kc1
1,675.66,78.84,36,Low,nasa_kc2
7,3148.47,61.18,60,Medium,nasa_kc1
1,383.43,100,1,Low,nasa_pc1
4,175.34,91.13,53,Low,synthetic
1,389.47,95.88,15,Low,nasa_kc1
24,6281.52,71.47,20,High,nasa_kc1
7,445.38,88.2,26,Low,synthetic
1,617.07,88.04,21,Low,nasa_kc1
2,605.73,100,8,Low,nasa_kc1
6,59.73,73.51265352157358,26,Low,nasa_kc2
15,10,46.706612868320875,317,High,nasa_kc1
4,1892.25,57.42,93,Medium,nasa_kc1
1,410.06,100,9,Low,nasa_kc2
4,4783.32,60.81,56,Medium,nasa_kc1
1,10,100,19,Low,nasa_kc1
14,1573.81,58.14,110,Medium,synthetic
20,6806.06,21.775565316325746,84,High,nasa_kc1
2,406.77,87.15,25,Low,nasa_kc1
12,2719.33,56.49,118,Medium,synthetic
2,917.33,80.31,60,Low,synthetic
7,2976.3,67.1,182,Medium,synthetic
3,385.59,100,1,Low,nasa_kc1
4,708.67,68.58,64,Low,nasa_kc1
2,119.2,100,4,Low,nasa_pc1
4,10,100,16,Low,nasa_pc1
1,774.67,71.56,54,Low,nasa_kc1
28,13430.7,45.53,587,High,synthetic
4,197.93,100,9,Low,nasa_kc1
6,10,83.87,95,Low,nasa_kc1
6,866.48,97.88,84,Low,synthetic
23,3064.91,29.252070085942258,156,High,nasa_kc1
1,808.24,100,1,Low,nasa_kc1
3,666.27,90.6,17,Low,nasa_kc1
7,959.16,92.63,47,Low,synthetic
1,3252.58,100,1,Low,nasa_pc1
1,10,100,2,Low,nasa_kc2
3,10,98.99,39,Low,nasa_kc1
17,11929.1,37.6,286,High,synthetic
5,10,100,29,Low,nasa_kc2
2,10,100,1,Low,nasa_kc1
1,10,100,20,Low,nasa_pc1
3,259.65,100,4,Low,nasa_kc1
1,112.77,100,1,Low,nasa_kc2
4,10,87.53,78,Low,nasa_kc1
1,398.47,100,1,Low,nasa_pc1
10,3068.56,76.15,23,Medium,nasa_kc1
3,1851.79,100,1,Low,nasa_kc1
8,4851.42,50.48,91,Medium,synthetic
9,3830.64,78.3669723615722,9,Medium,nasa_kc1
4,1115.99,75.05,61,Low,synthetic
1,10,100,1,Low,nasa_pc1
3,11080.22,52.83,71,Medium,nasa_kc1
1,10,100,1,Low,nasa_pc1
1,218.55,88.78,28,Low,nasa_kc1
16,12044.9,36.35,482,High,synthetic
25,6255.71,24.04,369,High,nasa_kc1
2,10,100,4,Low,nasa_pc1
4,7124.06,34.004984794769925,46,Medium,nasa_kc1
1,10,100,5,Low,nasa_kc2
37,14311.12,0,363,High,nasa_kc1
2,868.26,96.99,94,Low,synthetic
14,10,78.0866962309266,1,Medium,nasa_kc1
1,383.77,100,4,Low,nasa_pc1
5,7332.52,100,1,Low,nasa_pc1
7,1413.67,51.372292324035016,58,Medium,nasa_pc1
1,1491.3,74.72,36,Low,nasa_kc1
1,785.44,76.35,40,Low,nasa_kc1
7,724.6,89.25,17,Low,nasa_pc1
15,8171.45,47.99,89,High,nasa_kc2
2,10,100,23,Low,nasa_kc1
13,3299.39,53.38,162,High,synthetic
5,421.97,95.33,25,Low,synthetic
11,3507.74,48.74,118,Medium,nasa_kc2
1,10,100,5,Low,nasa_kc1
6,4810.7,62.16,50,Medium,nasa_kc1
10,10,87.9,70,Low,nasa_pc1
15,1051.88,29.917903801852397,169,High,nasa_kc2
15,11344.04,30.16,345,High,synthetic
4,1381.61,69.43,49,Low,nasa_pc1
2,417.87,100,2,Low,nasa_pc1
29,7182.69,29.166223261124117,130,High,nasa_kc1
2,11301.36,43.79,125,Medium,nasa_pc1
1,453.78,83.33,31,Low,nasa_kc2
5,3541.53,72.25,30,Low,nasa_pc1
1,1465.82,82.07,23,Low,nasa_kc1
1,226.98,100,1,Low,nasa_pc1
1,149.76,100,1,Low,nasa_pc1
7,3539.84,32.789793166288945,133,Medium,nasa_pc1
2,204.51,87.77,30,Low,nasa_kc1
3,1397.48,100,3,Low,nasa_kc1
9,10,90.36,61,Low,nasa_kc1
2,5157.34,53.56,88,Medium,nasa_pc1
4,2982.27,100,5,Low,nasa_pc1
3,554.33,100,1,Low,nasa_kc1
22,3161.76,91.26002679568568,1,Medium,nasa_pc1
3,2962.74,66.72,46,Low,nasa_kc2
1,10,100,14,Low,nasa_kc1
6,3269.13,60.17,64,Medium,nasa_kc1
2,1001.52,91.86,14,Low,nasa_kc1
4,1019.61,95.21,11,Low,nasa_kc2
20,11320.8,30.63,216,High,synthetic
1,343.23,98.53,24,Low,synthetic
1,645.11,86.33,23,Low,nasa_kc1
17,5069.05,34.63,230,High,nasa_kc1
1,493.51,98.27,12,Low,nasa_pc1
5,4124.56,80.66,17,Low,nasa_kc1
7,2835.88,51.84,161,Medium,synthetic
1,328.31,95.73,16,Low,nasa_pc1
6,10,100,8,Low,nasa_pc1
1,767.8,93.49,17,Low,synthetic
1,517.17,100,1,Low,nasa_kc2
6,3142.37,94.77439319925939,1,Low,nasa_pc1
26,10977.69,42.04,100,High,nasa_kc1
1,10,100,23,Low,nasa_pc1
4,10,100,1,Low,nasa_pc1
1,10,100,17,Low,nasa_kc1
3,10,100,29,Low,nasa_kc1
1,113.01,100,13,Low,nasa_pc1
3,41.0,100,20,Low,nasa_kc1
1,2335.85,58.66,84,Medium,nasa_kc2
5,278.11,73.47,63,Low,nasa_pc1
1,385.64,84.71,30,Low,nasa_kc1
7,7583.51,100,1,Medium,nasa_pc1
1,547.91,100,7,Low,nasa_kc1
19,7913.43,35.78,515,High,synthetic
2,10,100,1,Low,nasa_pc1
4,10,95.39,48,Low,nasa_pc1
4,1104.13,90.89,14,Low,nasa_kc1
9,2225.69,76.07,26,Medium,nasa_kc2
2,1450.91,77.05,31,Low,nasa_kc1
20,8629.52,38.99,142,High,nasa_kc1
2,905.46,100,5,Low,nasa_kc1
1,104.72,100,1,Low,nasa_pc1
9,10,80.36806445796832,13,Low,nasa_kc1
2,1037.69,90.56,15,Low,nasa_kc2
1,1744.07,100,1,Low,nasa_kc1
9,1085.71,88.86874188707331,6,Low,nasa_kc1
2,506.94,73.53,54,Low,nasa_kc1
12,8921.62,47.17,95,High,nasa_kc1
23,15172.35,9.237678287308093,224,High,nasa_kc1
14,5953.35,35.134993531155686,97,High,nasa_pc1
18,7934.28,12.753449528407703,275,High,nasa_kc1
1,406.59,100,2,Low,nasa_kc2
13,1876.4,62.97,226,High,synthetic
1,10,95.42,50,Low,nasa_kc1
1,335.46,97.78,14,Low,nasa_pc1
1,1621.39,100,6,Low,nasa_kc1
2,292.14,100,10,Low,nasa_kc2
6,6982.74,73.52,22,Medium,nasa_kc1
8,3496.9,100,1,Low,nasa_kc2
6,1103.26,85.25,38,Low,synthetic
15,7921.79,19.484351256466383,267,High,nasa_kc1
1,933.2,100,1,Low,nasa_kc1
9,3773.01,71.8,172,Medium,synthetic
3,225.08,97.23,16,Low,nasa_kc2
26,6516.26,44.66,516,High,synthetic
1,16.16,96.54,40,Low,nasa_kc1
8,3037.51,53.6,115,Medium,synthetic
6,3766.33,86.55,12,Low,nasa_kc1
1,7233.51,100,1,Low,nasa_kc2
1,10,100,14,Low,nasa_kc1
13,8885.32,12.731315690635597,292,High,nasa_kc1
50,17421.35,3.6983243188477815,131,High,nasa_kc1
7,990.6,91.39,12,Low,synthetic
5,3280.35,54.86,90,Medium,nasa_kc1
21,8963.33,51.22,65,High,nasa_kc1
2,5204.31,40.87,192,Medium,nasa_kc2
6,7626.01,65.54,35,Medium,nasa_kc1
2,10,100,25,Low,nasa_kc1
1,193.22,94.87,20,Low,nasa_pc1
1,922.15,96.43,11,Low,nasa_pc1
1,382.41,100,1,Low,nasa_kc1
2,10,100,1,Low,nasa_kc1
14,4188.87,58.07,99,High,synthetic
2,485.81,94.5,15,Low,nasa_kc2
8,1605.74,85.86,16,Low,nasa_kc1
1,204.84,100,14,Low,nasa_pc1
1,184.93,100,12,Low,nasa_kc2
5,253.7,89.58,24,Low,nasa_kc1
7,584.26,88.48,24,Low,synthetic
20,18334.6,1.505636140562327,393,High,nasa_kc1
7,5748.18,52.6,84,Medium,nasa_pc1
1,1559.11,100,4,Low,nasa_kc2
1,10,100,25,Low,nasa_kc2
3,561.91,100,3,Low,nasa_kc1
6,1396.31,85.31,6,Low,synthetic
1,745.88,100,7,Low,nasa_kc1
7,915.39,93.67,12,Low,nasa_kc1
3,10,100,1,Low,nasa_kc1
2,24.02,100,1,Low,nasa_pc1
1,10,91.17,65,Low,nasa_kc1
10,3280.75,63.642768834538096,9,Medium,nasa_kc1
17,5703.94,29.2696345013532,100,High,nasa_kc1
18,9483.59,24.98,568,High,synthetic
10,5238.2,40.97,170,High,nasa_kc1
1,4211.73,78.84,20,Medium,nasa_kc2
3,329.29,84.02,32,Low,nasa_kc1
1,1641.46,100,1,Low,nasa_kc1
14,14129.17,10.601211329755213,285,High,nasa_kc1
1,305.32,100,2,Low,nasa_pc1
1,10,100,1,Low,nasa_pc1
1,1219.75,100,8,Low,nasa_kc1
7,3481.36,66.82,41,Medium,nasa_pc1
1,256.23,100,11,Low,nasa_pc1
28,12607.06,31.64,271,High,synthetic
2,890.26,77.63,35,Low,nasa_kc1
9,1528.02,58.27,88,Medium,nasa_kc2
8,4827.15,75.28,214,Medium,synthetic
1,568.15,73.17,54,Low,nasa_kc1
3,117.13,81.24859614947918,1,Low,nasa_kc2
6,10,89.22971480063165,13,Low,nasa_kc1
1,1205.21,83.8,22,Low,nasa_kc1
11,5892.04,82.91471649138565,1,Medium,nasa_kc2
2,1201.83,96.36,10,Low,nasa_pc1
1,10,100,6,Low,nasa_pc1
7,11290.41,56.24,54,High,nasa_pc1
1,10,100,23,Low,nasa_kc1
10,13418.42,57.25,46,High,nasa_kc1
1,688.97,96.53,12,Low,nasa_pc1
13,2789.65,73.21,105,Medium,synthetic
6,10,98.3,39,Low,nasa_kc1
11,2197.74,29.170777826563913,80,High,nasa_kc1
9,1382.13,53.5,122,Medium,nasa_kc1
1,10,100,1,Low,nasa_kc1
1,10,87.41,82,Low,nasa_kc1
4,820.35,81.52740775073858,3,Low,nasa_pc1
8,10,100,18,Low,nasa_kc1
1,160.33,100,7,Low,nasa_pc1
27,14066.34,40.67,443,High,synthetic
1,378.17,100,1,Low,nasa_kc1
1,112.02,100,1,Low,nasa_pc1
8,968.49,100,1,Low,nasa_kc2
12,853.4,91.59,13,Low,nasa_kc1
17,12469.25,27.26,525,High,synthetic
4,5433.77,55.107296139537254,18,Medium,nasa_kc2
1,10,88.22,78,Low,nasa_kc1
3,259.26,93.71,19,Low,nasa_pc1
15,8867.43,49.05013283476824,29,High,nasa_kc1
1,765.37,98.94,10,Low,nasa_kc1
9,2248.29,54.69,97,Medium,nasa_kc1
19,9509.23,53.71,345,High,synthetic
1,353.1,86.87,27,Low,nasa_kc1
2,69.91,100,5,Low,nasa_pc1
5,10,75.76,159,Low,nasa_kc1
20,5229.6,26.89,352,High,nasa_kc1
2,3679.22,59.73,67,Medium,nasa_kc2
4,4817.65,75.19,23,Medium,nasa_kc1
8,5125.67,47.87,115,Medium,nasa_kc2
4,766.01,83.25121081421607,4,Low,nasa_kc1
1,10,100,9,Low,nasa_pc1
1,606.32,87.38,22,Low,nasa_pc1
6,8738.54,57.51,55,High,nasa_kc1
1,10,100,20,Low,nasa_pc1
4,2774.73,64.53,53,Medium,nasa_kc1
1,399.91,100,1,Low,nasa_kc1
4,10,100,1,Low,nasa_kc1
7,10,97.66,40,Low,nasa_kc1
1,10,100,29,Low,nasa_kc2
2,993.39,67.90013833060104,21,Low,nasa_kc2
14,4520.26,54.29,74,High,nasa_pc1
1,1091.96,100,1,Low,nasa_kc1
1,124.5,82.97,48,Low,nasa_kc1
1,680.48,100,3,Low,nasa_kc1
2,296.68,100,1,Low,nasa_kc1
5,369.24,87.86,30,Low,synthetic
4,507.62,87.17,90,Low,synthetic
7,10,100,1,Low,nasa_kc2
9,10,100,25,Low,nasa_kc1
3,10,100,1,Low,nasa_pc1
2,2569.84,60.66,71,Medium,nasa_pc1
6,1118.32,80.28,65,Low,synthetic
4,10,100,3,Low,nasa_kc1
2,174.1,100,1,Low,nasa_pc1
2,10,100,1,Low,nasa_kc1
8,1587.53,62.57,165,Medium,synthetic
2,10,99.22,39,Low,nasa_kc1
15,11285.95,18.98,442,High,synthetic
2,561.93,100,1,Low,nasa_kc1
3,340.36,87.85,25,Low,nasa_kc1
14,3584.41,50.46,101,Medium,nasa_pc1
17,5549.7,44.999662808632486,36,High,nasa_kc1
6,10,77.75222778191025,32,Low,nasa_kc1
1,10,100,16,Low,nasa_kc1
1,293.03,100,1,Low,nasa_pc1
10,3958.66,56.12,73,Medium,nasa_kc1
8,7832.47,32.918349175556315,121,High,nasa_kc1
1,10,90.2,69,Low,nasa_pc1
15,6300.96,40.78,151,High,nasa_kc2
1,297.79,86.6,29,Low,nasa_pc1
19,14022.69,21.826543287153036,163,High,nasa_kc1
2,361.05,100,1,Low,nasa_kc1
2,1330.62,70.42,48,Low,nasa_pc1
17,10656.02,37.99,293,High,synthetic
1,1124.73,88.34,17,Low,nasa_kc1
6,2576.63,70.28,37,Medium,nasa_pc1
4,361.53,100,8,Low,nasa_kc1
1,100.48,100,5,Low,nasa_pc1
12,2198.11,58.76,240,High,synthetic
12,7896.8,24.85,343,High,synthetic
8,10368.34,35.05390018767166,66,High,nasa_kc2
21,14360.2,18.35,425,High,nasa_kc1
7,1231.21,92.36,92,Low,synthetic
2,10,100,12,Low,nasa_kc2
1,1067.2,81.73,26,Low,nasa_kc2
2,97.71,100,1,Low,nasa_pc1
8,4496.76,51.31,97,Medium,nasa_kc1
2,10,96.19,47,Low,nasa_pc1
10,6463.77,61.76161854880738,11,Medium,nasa_kc2
5,724.41,84.20040615598899,11,Low,nasa_kc1
3,159.31,98.04,17,Low,nasa_kc1
6,4955.93,67.78,35,Medium,nasa_kc1
5,10170.06,54.75,63,Medium,nasa_kc1
2,1047.44,100,1,Low,nasa_kc1
2,10,100,15,Low,nasa_kc1
1,590.96,98.74,11,Low,nasa_pc1
2,2854.09,69.01,41,Low,nasa_pc1
3,1566.96,71.5,42,Low,nasa_kc1
1,10,100,33,Low,nasa_kc1
4,3841.18,60.04,63,Medium,nasa_kc2
3,827.09,69.88,57,Low,nasa_kc1
1,371.28,100,1,Low,nasa_kc1
2,1024.73,89.58,16,Low,nasa_kc1
4,1658.15,41.060405578340685,75,Medium,nasa_kc2
2,10,100,23,Low,nasa_pc1
5,6615.97,70.71,27,Medium,nasa_kc1
2,10,100,14,Low,nasa_pc1
27,11520.96,5.7108857637422545,478,High,nasa_kc1
3,716.68,89.3,18,Low,nasa_pc1
14,4813.64,57.93,180,High,synthetic
1,10,100,1,Low,nasa_kc2
13,10,92.03,52,Low,nasa_kc1
1,78.37,100,14,Low,nasa_pc1
7,8655.11,81.99,12,Medium,nasa_kc1
9,955.53,100,1,Low,nasa_kc2
3,1154.82,63.92,74,Low,nasa_pc1
26,17685.23,15.890920183522553,181,High,nasa_kc1
2,242.56,96.09,17,Low,nasa_kc1
6,837.13,74.86208830676225,17,Low,nasa_kc1
1,10,100,10,Low,nasa_kc2
2,569.64,100,1,Low,nasa_pc1
8,1357.08,52.04,137,Medium,synthetic
3,358.36,89.65,22,Low,nasa_kc1
22,14581.57,14.71,496,High,synthetic
17,10,93.45,45,Medium,nasa_kc1
4,10,93.19,55,Low,nasa_pc1
1,29.37,100,1,Low,nasa_pc1
4,339.92,78.73520442061314,13,Low,nasa_kc1
1,10,95.75,49,Low,nasa_kc1
1,10,100,6,Low,nasa_kc1
2,309.86,81.78,38,Low,nasa_pc1
1,209.2,96.16,18,Low,nasa_pc1
3,10,100,2,Low,nasa_kc2
1,1299.39,100,7,Low,nasa_kc1
1,205.11,93.53,8,Low,synthetic
3,2053.22,100,4,Low,nasa_kc2
2,84.11,90.85,33,Low,nasa_kc1
5,791.87,63.56576113447309,35,Low,nasa_kc1
1,16.95,100,1,Low,nasa_kc2
6,1134.45,87.96,28,Low,synthetic
13,6414.93,40.93,153,High,nasa_kc2
13,3415.69,54.26,250,High,synthetic
6,10,97.49,41,Low,nasa_kc1
1,667.22,93.08,15,Low,nasa_kc1
1,1430.91,58.38,100,Low,nasa_pc1
5,87.18,78.23729869123426,24,Low,nasa_pc1
2,367.42,100,2,Low,nasa_pc1
28,8198.6,20.03,482,High,synthetic
2,10,100,1,Low,nasa_kc1
35,14241.42,11.511167909797512,257,High,nasa_kc1
14,4108.7,76.21,188,High,synthetic
5,2235.56,100,1,Low,nasa_pc1
11,2009.78,63.14,58,Medium,nasa_kc1
22,9460.41,32.97,556,High,synthetic
2,4842.9,72.43,28,Medium,nasa_kc1
2,216.49,100,9,Low,nasa_pc1
2,7175.26,73.58,23,Medium,nasa_kc1
2,1001.47,96.27,25,Low,synthetic
32,9144.87,23.05,427,High,synthetic
34,21907.22,19.32248859579927,54,High,nasa_kc1
6,5771.31,54.21,77,Medium,nasa_pc1
20,11376.78,16.21,399,High,synthetic
4,909.69,79.54,30,Low,synthetic
4,1157.99,100,1,Low,nasa_kc1
7,13852.25,39.29,144,High,nasa_kc1
2,366.22,100,1,Low,nasa_pc1
7,7236.76,23.554756671633644,152,High,nasa_kc1
11,1911.53,62.78,109,Medium,synthetic
2,1207.42,70.59,49,Low,nasa_pc1
1,78.64,100,14,Low,nasa_pc1
27,14713.27,32.02,273,High,synthetic
6,10,100,1,Low,nasa_pc1
6,2951.31,100,1,Low,nasa_kc1
6,10,95.62,46,Low,nasa_pc1
3,3887.73,63.63,51,Medium,nasa_kc1
9,4437.13,78.44,18,Medium,nasa_pc1
6,6081.31,66.26,36,Medium,nasa_kc1
7,5336.5,62.39,47,Medium,nasa_pc1
1,342.88,100,12,Low,nasa_kc2
25,12648.99,20.47,201,High,synthetic
2,476.51,98.22,12,Low,nasa_pc1
1,10,100,11,Low,nasa_pc1
12,11285.48,48.13,83,High,nasa_kc1
45,7892.66,73.44214038358555,1,High,nasa_kc1
2,4731.35,100,1,Low,nasa_kc1
11,3479.19,45.79022788405045,69,Medium,nasa_kc1
5,1307.29,84.01,20,Low,nasa_kc1
10,4465.71,68.81,192,Medium,synthetic
1,262.88,100,1,Low,nasa_pc1
9,10,75.84491691320775,5,Low,nasa_kc1
10,4738.4,45.11,136,Medium,nasa_pc1
3,515.97,80.40411310803344,1,Low,nasa_pc1
1,2111.56,58.25,89,Medium,nasa_pc1
2,58.61,100,1,Low,nasa_pc1
2,617.89,95.57,13,Low,nasa_pc1
5,2146.01,63.63,60,Medium,nasa_kc1
9,3142.99,35.179823172087694,74,Medium,nasa_kc2
6,723.34,98.68,85,Low,synthetic
7,10,98.49,38,Low,nasa_kc2
1,133.99,90.2,30,Low,nasa_kc2
2,521.22,100,3,Low,nasa_kc1
2,494.81,100,2,Low,nasa_kc1
5,2519.28,54.04,103,Medium,nasa_pc1
12,3046.61,67.29,201,Medium,synthetic
35,5491.86,41.75,340,High,synthetic
3,10,84.91,93,Low,nasa_pc1
3,1245.25,97.92,50,Low,synthetic
5,2736.3,70.64,36,Low,nasa_pc1
8,6510.14,34.38,245,High,nasa_kc2
13,9859.39,32.31,227,High,nasa_kc1
19,6676.3,50.58,248,High,synthetic
8,12236.41,19.488442888792445,197,High,nasa_kc1
20,9025.19,10.63,337,High,synthetic
6,1482.52,57.81,90,Medium,synthetic
3,195.84,100,1,Low,nasa_kc1
1,10,100,30,Low,nasa_kc2
1,10,100,21,Low,nasa_kc2
1,193.94,100,8,Low,nasa_pc1
1,500.77,92.55,17,Low,nasa_pc1
30,6580.1,22.28,240,High,synthetic
5,210.05,89.96,90,Low,synthetic
5,1477.43,91.95,72,Low,synthetic
7,1519.02,77.52,198,Medium,synthetic
5,284.09,75.43832894981294,1,Low,nasa_kc1
3,1019.57,100,1,Low,nasa_kc1
2,94.32,100,1,Low,nasa_kc1
4,1161.99,78.28,30,Low,nasa_kc1
9,10,80.09,115,Low,nasa_kc1
20,2339.39,48.91,117,High,nasa_kc1
2,10,100,2,Low,nasa_pc1
4,6171.12,100,1,Low,nasa_kc1
6,10,100,18,Low,nasa_pc1
1,235.9,94.66,19,Low,nasa_pc1
6,1777.17,71.36,39,Medium,nasa_pc1
13,2995.52,76.94,217,Medium,synthetic
1,225.08,100,9,Low,nasa_pc1
30,5861.0,48.41,228,High,synthetic
32,13490.94,12.22,353,High,synthetic
2,229.88,96.37,17,Low,nasa_kc2
5,833.18,81.59,60,Low,synthetic
12,5127.99,59.590909302468575,11,High,nasa_kc1
1,4197.46,72.84,29,Medium,nasa_pc1
2,10,100,12,Low,nasa_pc1
1,2942.92,65.86,50,Low,nasa_kc2
1,10,100,1,Low,nasa_pc1
10,4997.81,54.12126897265185,23,Medium,nasa_kc1
2,556.79,90.84,18,Low,nasa_pc1
3,1577.53,75.87,32,Low,nasa_pc1
3,1961.93,100,1,Low,nasa_kc1
9,1237.23,65.75131201124263,15,Low,nasa_kc1
13,3349.94,40.56733579530265,75,Medium,nasa_pc1
3,197.02,100,12,Low,nasa_kc1
2,328.22,100,4,Low,nasa_kc2
1,107.6,100,1,Low,nasa_pc1
7,3163.97,71.11,183,Medium,synthetic
2,10,83.33,104,Low,nasa_kc1
12,4949.02,72.45,190,High,synthetic
15,4612.66,50.350964773900856,43,High,nasa_kc1
2,10,100,27,Low,nasa_kc1
2,10,100,8,Low,nasa_kc1
2,28.84,100,4,Low,nasa_pc1
4,246.01,90.66,23,Low,nasa_kc1
8,9009.12,53.94,66,High,nasa_kc2
8,4104.22,55.41,241,High,synthetic
2,1171.24,88.8,40,Low,synthetic
9,10,79.15837996053847,41,Low,nasa_kc2
1,380.52,98.32,13,Low,nasa_kc1
16,6567.86,49.789206960443394,42,High,nasa_kc1
2,429.07,100,11,Low,nasa_pc1
2,10,100,17,Low,nasa_kc1
5,817.07,74.15004088840223,23,Low,nasa_kc1
25,5895.37,3.740033889541431,517,High,nasa_kc1
6,2902.34,67.61,42,Medium,nasa_kc2
4,3220.63,70.48,35,Low,nasa_kc1
5,11027.63,100,1,Medium,nasa_pc1
3,456.58,98.21,12,Low,nasa_kc1
1,10,100,18,Low,nasa_kc1
7,886.35,98.59,82,Low,synthetic
7,427.12,68.61662602695716,39,Low,nasa_kc2
1,10,100,1,Low,nasa_kc2
11,2738.42,53.17,142,Medium,synthetic
10,4805.66,77.05,129,Medium,synthetic
1,1054.4,94.32,12,Low,nasa_pc1
11,6047.63,47.95,104,High,nasa_pc1
2,2866.9,100,1,Low,nasa_kc1
16,9988.41,28.22,342,High,synthetic
1,366.65,100,1,Low,nasa_pc1
8,4385.86,68.84,135,Medium,synthetic
11,3508.96,63.91,164,High,synthetic
2,3387.32,57.49,79,Medium,nasa_kc2
9,10,100,32,Low,nasa_kc1
3,39.17,99.09,25,Low,nasa_kc1
3,647.43,100,7,Low,nasa_kc1
6,1584.22,77.99760168789975,10,Medium,nasa_kc2
2,2528.12,54.4,105,Medium,nasa_kc1
22,814.63,42.72705804706366,129,Medium,nasa_kc1
2,552.21,78.78,38,Low,nasa_kc2
21,12349.28,6.22527985425404,169,High,nasa_kc1
2,856.62,79.72,85,Low,synthetic
13,4940.75,52.86543891311295,22,High,nasa_kc2
1,10,86.08,89,Low,nasa_kc1
3,10,84.91,93,Low,nasa_kc1
1,337.53,100,1,Low,nasa_pc1
1,557.76,92.97,16,Low,nasa_kc1
1,415.49,96.66,14,Low,nasa_kc2
4,1177.14,85.61,19,Low,nasa_pc1
4,10,100,32,Low,nasa_pc1
1,840.64,100,1,Low,nasa_kc1
7,5480.71,100,1,Medium,nasa_kc1
10,10,75.2489664437102,20,Low,nasa_kc1
1,465.28,100,1,Low,nasa_kc1
3,211.72,87.36,30,Low,nasa_kc1
6,979.66,72.14,45,Low,nasa_pc1
3,2843.55,100,2,Low,nasa_kc2
6,1689.54,53.81094593631049,21,Medium,nasa_kc1
1,10,92.2,61,Low,nasa_kc1
7,1795.57,64.65,58,Medium,nasa_pc1
4,10,90.73,64,Low,nasa_kc1
16,1107.95,59.88,80,Medium,nasa_pc1
11,1988.47,81.5263395757531,1,Medium,nasa_kc1
7,2781.15,88.81199713674697,1,Low,nasa_kc2
1,1257.43,94.81,11,Low,nasa_kc1
24,17139.51,0,314,High,nasa_kc1
3,1642.34,67.8,52,Low,nasa_kc1
10,10060.13,40.04,146,High,nasa_kc1
7,2322.76,74.54,189,Medium,synthetic
1,10,100,1,Low,nasa_pc1
6,2643.06,65.14,147,Medium,synthetic
1,371.12,100,1,Low,nasa_kc1
16,13433.53,17.71,396,High,synthetic
5,1508.86,59.07,89,Medium,nasa_pc1
2,1292.78,71.26,46,Low,nasa_kc1
24,10034.05,29.96,575,High,synthetic
6,1588.97,69.99,44,Medium,nasa_kc1
3,6105.32,56.87,67,Medium,nasa_kc1
6,608.62,78.33,62,Low,synthetic
1,1075.83,76.87,35,Low,nasa_kc1
33,8797.12,12.52,217,High,synthetic
8,3660.08,60.06,84,Medium,synthetic
4,320.68,82.94228591830992,3,Low,nasa_pc1
8,10,92.87,53,Low,nasa_kc1
4,967.45,96.35,29,Low,synthetic
3,602.67,100,1,Low,nasa_kc1
16,9929.94,0,462,High,nasa_kc1
1,10,100,1,Low,nasa_pc1
6,2648.43,45.82,166,Medium,nasa_kc1
17,7200.75,77.36238696678518,3,High,nasa_kc1
1,2802.2,54.57,102,Medium,nasa_kc1
3,865.85,89.24,17,Low,nasa_kc2
13,1605.06,75.75,237,Medium,synthetic
5,7357.28,64.2,39,Medium,nasa_kc1
32,9777.71,3.7538915733631804,450,High,nasa_kc1
